schema|SelectedProfileManifestV1
profile_id|VITHEIM-PRODUCTION-V1
generation|2
default_evidence_state|Specified
stop_id|selection|declared_minimum_dependencies|capability_dependencies|dependency_state|increment|delivery_slices|required_for_claims|capability|executable_owner|integration_retest_owners|required_storage_profile|required_identity_profile|required_runtime_profile|successor_after_skip|support_boundary|dependency_class|reason
0.211.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Subjects And Service Principals|specified:docs/implementation/PHASE_F.md#0.211.0|0.211.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.212.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|OAuth Resource-Server Workload Authentication|specified:docs/implementation/PHASE_F.md#0.212.0|0.212.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.213.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|OIDC Integration|specified:docs/implementation/PHASE_F.md#0.213.0|0.213.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.214.0|Deferred|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|WebAuthn Profile And Credential Lifecycle|specified:docs/implementation/PHASE_F.md#0.214.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.215.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Distributed Session Store|specified:docs/implementation/PHASE_F.md#0.215.0|0.215.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.216.0|Deferred|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|SAML Identity Profile And Adapter|specified:docs/implementation/PHASE_F.md#0.216.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.217.0|Deferred|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Directory And Group Synchronization|specified:docs/implementation/PHASE_F.md#0.217.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.218.0|Deferred|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|SCIM Provisioning Profile And Adapter|specified:docs/implementation/PHASE_F.md#0.218.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.219.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|RBAC Engine|specified:docs/implementation/PHASE_F.md#0.219.0|0.219.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.220.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|ABAC Engine|specified:docs/implementation/PHASE_F.md#0.220.0|0.220.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.221.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Policy Lifecycle, Bootstrap, And Recovery|specified:docs/implementation/PHASE_F.md#0.221.0|0.221.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.222.0|Deferred|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Relationship-Based Authorization|specified:docs/implementation/PHASE_F.md#0.222.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.223.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Field Redaction, Obligations, And Enforcement Registry|specified:docs/implementation/PHASE_F.md#0.223.0|0.223.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.224.0|Mandatory|0.151.0,0.152.0,0.155.0|0.151.0,0.152.0,0.155.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Delegation And Break-Glass Access|specified:docs/implementation/PHASE_F.md#0.224.0|0.224.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.225.0|Mandatory|0.57.0,0.119.0,0.121.0,0.211.0,0.212.0,0.213.0,0.219.0,0.220.0,0.221.0,0.223.0,0.224.0|0.57.0,0.119.0,0.121.0,0.211.0,0.212.0,0.213.0,0.219.0,0.220.0,0.221.0,0.223.0,0.224.0|DeclaredMinimum|I4-authenticated-incident-proof|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Authorization Conformance Suite|specified:docs/implementation/PHASE_F.md#0.225.0|0.225.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.226.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Policy-Bound Read Subscription Contract|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.226.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.227.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Subscription Delivery, Revocation, And Backpressure|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.227.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.228.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Authorization Contribution Extension And Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.228.0|0.228.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.229.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Authorization Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.229.0|0.229.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.230.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow IR|specified:docs/implementation/PHASE_G.md#0.230.0|0.230.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.231.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Deterministic Interpreter|specified:docs/implementation/PHASE_G.md#0.231.0|0.231.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.232.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Human Tasks And Approvals|specified:docs/implementation/PHASE_G.md#0.232.0|0.232.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.233.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Timers, Deadlines, And Retries|specified:docs/implementation/PHASE_G.md#0.233.0|0.233.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.234.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Parallel Branches And Joins|specified:docs/implementation/PHASE_G.md#0.234.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.235.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Compensation Mechanics|specified:docs/implementation/PHASE_G.md#0.235.0|0.235.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.236.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Signals And Subworkflows|specified:docs/implementation/PHASE_G.md#0.236.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.237.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Workflow Versioning And Migration|specified:docs/implementation/PHASE_G.md#0.237.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.238.0|Deferred|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Visual And Config-As-Code Compiler|specified:docs/implementation/PHASE_G.md#0.238.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.239.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow Worker Lease And Fencing|specified:docs/implementation/PHASE_G.md#0.239.0|0.239.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.240.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow Worker Takeover And Recovery|specified:docs/implementation/SCOPE_SPLITS_PRODUCT_PRODUCTION.md#0.240.0|0.240.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.241.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow HA Cross-Domain Integration Certification|specified:docs/implementation/SCOPE_SPLITS_PRODUCT_PRODUCTION.md#0.241.0|0.241.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.242.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Minimal Typed Topology Contract|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.242.0|0.242.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.243.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow/Notification Contribution Extension And Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.243.0|0.243.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.244.0|Mandatory|0.121.0,0.225.0|0.121.0,0.225.0|DeclaredMinimum|I6-service-operations|core-service-operations|VITHEIM-PRODUCTION-V1,core-service-operations|Workflow And Notification Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.244.0|0.244.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.245.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Authenticated Alert Ingestion|specified:docs/implementation/PHASE_H.md#0.245.0|0.245.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.246.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Syslog And Security-Webhook Ingestion Profiles|specified:docs/implementation/PHASE_H.md#0.246.0|0.246.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.247.0|Deferred|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|STIX And TAXII Threat-Intelligence Profiles|specified:docs/implementation/PHASE_H.md#0.247.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.248.0|Deferred|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Threat-Intelligence Marking Enforcement|specified:docs/implementation/PHASE_H.md#0.248.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.249.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Alert Normalization|specified:docs/implementation/PHASE_H.md#0.249.0|0.249.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.250.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Deduplication Engine|specified:docs/implementation/PHASE_H.md#0.250.0|0.250.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.251.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Suppression And Maintenance Windows|specified:docs/implementation/PHASE_H.md#0.251.0|0.251.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.252.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Topology And Temporal Correlation|specified:docs/implementation/PHASE_H.md#0.252.0|0.252.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.253.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Alert-To-Incident Orchestration|specified:docs/implementation/PHASE_H.md#0.253.0|0.253.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.254.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Security-Incident Domain|specified:docs/implementation/PHASE_H.md#0.254.0|0.254.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.255.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Vulnerability Findings And Remediation|specified:docs/implementation/PHASE_H.md#0.255.0|0.255.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.256.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Vulnerability Identity And Affected-Asset Assertions|specified:docs/implementation/PHASE_H.md#0.256.0|0.256.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.257.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Exposure Prioritization And Risk Decisions|specified:docs/implementation/PHASE_H.md#0.257.0|0.257.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.258.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Remediation Campaigns, Exceptions, And Verification|specified:docs/implementation/PHASE_H.md#0.258.0|0.258.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.259.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Vulnerability Program Conformance And Reporting|specified:docs/implementation/PHASE_H.md#0.259.0|0.259.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.260.0|Deferred|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|CVE, CVSS, And VEX Interchange Profiles|specified:docs/implementation/PHASE_H.md#0.260.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.261.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Forensic Timeline, Preservation, And Evidence Custody|specified:docs/implementation/PHASE_H.md#0.261.0|0.261.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.262.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Integrated SecOps Workspace|specified:docs/implementation/PHASE_H.md#0.262.0|0.262.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.263.0|Mandatory|0.225.0,0.242.0|0.225.0,0.242.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Asset Lifecycle|specified:docs/implementation/PHASE_I.md#0.263.0|0.263.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.264.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Extensible Asset-Kind Registry|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.264.0|0.264.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.265.0|Mandatory|0.263.0,0.264.0|0.263.0,0.264.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Ephemeral Identity And Reincarnation Semantics|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.265.0|0.265.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.266.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Physical And Compute Asset-Kind Pack|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.266.0|0.266.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.267.0|OptionalSelected|0.263.0,0.264.0,0.265.0|0.263.0,0.264.0,0.265.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Cloud, Kubernetes, And Container Asset-Kind Pack|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.267.0|0.267.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SelectedBoundedProfileOnly|selected-closure|selected as one separately evidenced bounded reference profile
0.268.0|Deferred|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Identity, Certificate, Domain, And Network Asset-Kind Pack|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.268.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.269.0|Deferred|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|SaaS And Data Asset-Kind Pack|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.269.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.270.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Business And Technical Services|specified:docs/implementation/PHASE_I.md#0.270.0|0.270.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.271.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Service Health, Availability, And SLO Binding|specified:docs/implementation/PHASE_I.md#0.271.0|0.271.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.272.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Typed Relationship Graph|specified:docs/implementation/PHASE_I.md#0.272.0|0.272.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.273.0|Mandatory|0.225.0,0.242.0,0.263.0|0.225.0,0.242.0,0.263.0|DeclaredMinimum|I7-security-asset-operations|security-asset-operations|VITHEIM-PRODUCTION-V1,security-asset-operations|Provenance And Confidence|specified:docs/implementation/PHASE_I.md#0.273.0|0.273.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
